DO,PH,CONDUCTIVITY,BOD,NITRATE_N_NITRITE_N,FECAL_COLIFORM,TOTAL_COLIFORM,WQI
7.1,7.5,46.0,0.8,1.0,239.0,1097.0,57.48581507246377
6.0,7.3,432.0,1.2,3.0,3.0,78.0,57.71037826086956
6.1,7.7,328.0,1.2,1.0,3.0,211.0,63.96100463768115
5.8,7.8,707.0,0.6,0.85,2.0,1100.0,62.06952550724638
6.1,8.0,674.0,0.9,1.0,2.0,1260.0,66.79820463768117
7.3,7.3,164.0,2.3,1.0,115.0,336.0,63.44778115942029
7.6,7.4,122.0,2.4,1.0,223.0,834.0,67.11284028985509
6.5,7.1,95.0,1.0,0.0,156.0,212.0,53.071183478260856
6.5,7.1,56.0,1.0,0.0,30.0,79.0,50.24874347826086
7.5,7.8,237.0,1.4,0.89,8281.0,18918.0,247.75948057971016
7.6,7.6,3688.0,2.3,2.66,19264.0,32918.0,498.5302336231885
7.3,7.5,82.0,1.2,1.58,15816.0,17512.0,407.9987744927537
7.5,8.0,202.0,1.4,1.89,11771.0,23191.0,329.4021739130435
7.3,7.9,232.0,2.9,2.23,9026.0,30836.0,282.9675211594203
7.4,7.9,246.0,2.3,1.9,1850.0,3900.0,112.62671420289855
6.9,8.1,3960.0,2.0,2.26,19058.0,22523.0,501.0988489855073
7.2,7.8,201.0,1.3,1.59,29937.0,31034.0,729.6492747826088
7.3,8.0,221.0,1.2,2.26,16103.0,5289.0,420.4373411594203
6.8,7.8,55.0,1.0,1.0,4.0,10.0,60.47681594202899
8.0,7.7,401.0,1.5,1.0,4.0,10.0,57.46989246376812
8.0,8.2,1886.0,4.0,1.0,4.0,10.0,88.60659246376811
7.0,8.2,742.0,5.0,1.0,4.0,10.0,102.0177820289855
7.0,6.4,149.0,4.0,1.0,4.0,10.0,61.78732202898552
6.7,7.5,1088.0,1.7,0.0,194.0,474.0,66.3653095652174
7.2,6.5,73.0,3.1,0.0,19.0,59.0,54.81057478260869
6.7,6.3,98.0,3.3,1.5,21.0,74.0,55.73140956521739
6.3,6.5,143.0,4.0,4.0,38.0,124.0,67.99409072463769
6.6,6.9,260.0,5.4,1.0,17.0,53.0,85.10564985507249
7.1,6.3,71.0,3.5,1.0,24.0,82.0,55.584915072463765
6.9,6.3,65.0,3.5,0.0,17.0,52.0,56.2751356521739
7.3,7.1,607.0,3.6,0.88,33.0,104.0,69.70448115942028
6.1,7.0,446.0,5.2,0.56,26.0,77.0,87.67367797101451
6.9,6.4,94.0,3.2,1.59,20.0,65.0,55.60491565217392
6.8,6.8,451.0,9.4,0.55,22.0,58.0,117.919895942029
6.0,6.6,169.0,3.9,2.0,22.0,84.0,69.71280492753621
6.5,6.7,187.0,3.3,3.0,32.0,113.0,64.07284347826086
5.5,7.2,636.0,9.7,4.0,1328.0,4975.0,164.1358663768116
4.7,7.3,1088.0,23.8,4.0,28250.0,56000.0,900.8349020289857
5.3,7.2,689.0,11.3,4.0,1350.0,6025.0,179.9901002898551
4.9,7.3,1267.0,23.5,3.0,24750.0,54250.0,819.4121747826086
5.3,7.4,852.0,13.0,4.0,13775.0,26750.0,477.69836028985503
4.9,7.5,977.0,16.5,5.0,12375.0,30500.0,482.36254144927534
4.4,7.4,1256.0,24.8,6.0,25250.0,55250.0,846.6567895652174
4.8,7.2,1021.0,20.3,4.0,22875.0,43700.0,746.1275750724639
5.1,7.3,971.0,14.8,5.0,2125.0,8425.0,231.49714753623184
4.6,7.4,1284.0,24.3,4.0,21500.0,50000.0,757.0261089855073
4.0,7.4,1096.0,26.0,3.0,31750.0,57500.0,1002.9853373913044
4.4,7.3,1002.0,21.5,4.0,21000.0,43750.0,718.9796428985508
6.8,6.9,910.0,13.0,0.0,4.0,10.0,151.15558260869565
6.8,6.5,930.0,15.0,0.0,4.0,10.0,161.91998260869565
5.0,7.3,55.0,33.9,0.0,4.0,10.0,351.5778478260869
6.8,6.7,960.0,18.0,0.0,4.0,10.0,191.95458260869563
4.8,7.6,295.0,0.8,0.0,4.0,9.0,64.79940173913043
7.1,7.5,293.0,1.3,0.0,9.0,19.0,56.53666173913044
7.1,7.5,316.0,1.4,0.0,13.0,22.0,57.51598173913044
6.6,7.5,274.0,1.6,0.0,14.0,24.0,61.70511652173913
4.9,7.4,407.0,16.3,0.0,51.0,120.0,199.1400747826087
4.9,8.3,603.0,1.0,0.0,4.0,5.0,78.3075947826087
5.5,7.4,138.0,0.8,0.0,4.0,6.0,57.92459304347828
5.5,8.1,625.0,1.1,0.0,4.0,6.0,72.83933304347826
5.0,7.3,305.0,1.7,0.0,4.0,12.0,66.59888782608695
5.6,8.1,552.0,1.1,0.0,4.0,6.0,72.34218608695653
7.3,7.3,402.0,2.1,0.0,4.0,32.0,59.10042782608696
7.2,7.3,99.0,2.2,1.0,26.0,57.0,61.001088115942025
7.2,7.4,102.0,2.2,1.0,25.0,56.0,62.715428115942046
7.6,7.2,72.0,1.8,2.56,24.0,57.0,53.92036028985508
7.1,7.5,131.0,2.2,3.2,239.0,413.0,69.98736840579711
5.2,2.9,682.0,7.8,1.5,16.0,30.0,43.76601391304346
7.3,7.1,47.0,1.3,2.0,15.0,48.0,48.93401449275361
7.6,7.2,52.0,1.2,2.0,16.0,36.0,48.36211362318841
8.0,6.9,64.0,1.8,3.38,23.0,49.0,46.85204579710145
7.9,7.3,46.0,1.4,1.0,12.0,29.0,50.224659420289846
7.4,7.2,53.0,1.9,3.0,14.0,32.0,55.585160869565215
7.7,7.2,55.0,1.6,3.0,15.0,63.0,51.51566
7.1,6.5,237.0,3.8,4.56,674.0,1072.0,76.72106173913043
7.8,7.2,50.0,1.6,1.77,20.0,41.0,51.00465304347826
7.3,7.3,71.0,2.0,2.66,21.0,47.0,58.812234492753625
7.3,7.0,91.0,1.8,3.3,20.0,45.0,51.88566782608696
7.4,7.1,49.0,1.7,2.44,19.0,42.0,52.12935420289854
6.5,7.1,99.0,2.7,3.56,1967.0,2722.0,109.08499014492754
7.5,5.7,50.0,1.5,2.21,10.0,23.0,25.34586057971015
5.8,6.9,68.0,3.1,4.9,197.0,463.0,73.0471055072464
6.9,7.2,44.0,1.4,2.66,14.0,33.0,53.52566231884058
7.8,7.3,93.0,1.9,2.99,264.0,444.0,61.02015971014493
6.6,7.0,66.0,2.3,4.0,29.0,63.0,59.95316985507247
7.6,7.1,53.0,1.7,3.0,23.0,53.0,51.32010695652174
7.8,7.0,47.0,1.4,2.0,8.0,35.0,45.52021971014493
7.7,7.4,128.0,1.6,3.32,25.0,56.0,55.25816666666668
7.1,7.0,54.0,1.8,2.58,20.0,43.0,52.76054173913043
7.4,7.0,69.0,1.6,3.3,17.0,87.0,49.57228086956522
7.5,7.2,58.0,1.6,2.25,21.0,46.0,52.52535391304348
7.2,6.9,55.0,1.7,3.04,26.0,56.0,49.84422811594203
7.9,7.1,55.0,1.2,3.55,23.0,50.0,45.51075942028985
6.9,6.9,52.0,2.2,3.48,1576.0,45.0,90.01351565217392
4.5,7.1,196.0,15.5,11.0,48611.0,43333.0,1272.6139292753624
7.2,7.1,107.0,6.7,5.56,303.0,476.0,104.077288115942
7.5,7.0,82.0,2.1,3.02,45.0,122.0,54.11594057971016
7.1,7.5,189.0,1.9,1.0,4.0,10.0,61.82183507246377
7.0,7.6,197.0,1.8,1.0,4.0,10.0,63.1554820289855
7.2,7.9,158.0,1.9,0.95,4.0,10.0,68.27246144927535
6.5,7.8,161.0,1.8,0.99,4.0,10.0,69.02390347826086
6.6,7.7,165.0,1.7,0.0,280.0,325.0,71.98315652173913
6.7,7.8,167.0,4.8,1.0,440.0,520.0,104.36794289855074
6.6,7.7,183.0,3.7,1.55,415.0,575.0,92.8990831884058
7.1,7.8,151.0,8.0,0.08,4.0,10.0,120.9180884057971
7.2,7.4,319.0,0.7,0.18,5.0,10.0,48.94339478260871
6.2,8.4,894.0,9.0,0.38,140.0,350.0,147.79253101449277
2.2,8.0,1835.0,17.9,0.86,10478.0,25478.0,473.1322692753623
2.0,7.7,3165.0,32.3,3.44,11498.0,15173.0,617.2048231884058
2.4,7.6,1500.0,6.2,1.31,3.0,13.0,124.53339536231884
5.9,7.2,52.0,2.1,0.08,4.0,90.0,64.04415188405797
6.1,6.8,408.0,1.3,0.17,1300.0,3808.0,78.6040979710145
5.5,6.9,143.0,1.3,0.09,4100.0,11113.0,146.64667304347827
5.4,7.2,60.0,1.5,0.08,428.0,2309.0,70.99872666666667
5.8,7.2,34.0,5.3,0.17,855.0,3322.0,112.37565884057972
5.9,6.7,125.0,1.5,0.14,1638.0,5793.0,87.44163188405798
6.4,6.7,175.0,1.3,0.1,772.0,3636.0,63.659283768115934
6.2,7.7,39.0,1.3,0.06,1296.0,4517.0,93.72138434782607
6.1,7.8,39.0,1.5,0.06,1032.0,5840.0,92.16553130434782
7.3,6.9,61.0,0.7,0.09,1430.0,4388.0,72.17136782608696
6.8,6.6,71.0,1.5,0.14,2495.0,3949.0,99.89798927536232
7.4,6.5,129.0,2.3,0.49,5868.0,16691.0,179.75463420289856
7.0,6.8,503.0,1.6,0.66,965.0,2404.0,69.29200869565217
6.3,7.5,31.0,1.6,0.06,1466.0,4267.0,96.12413739130434
7.1,6.8,70.0,0.8,0.17,716.0,3567.0,56.3334484057971
7.3,6.8,69.0,1.2,0.12,457.0,2446.0,52.93586782608696
6.7,6.6,118.0,1.0,0.22,1104.0,3496.0,65.13140289855073
7.4,6.8,80.0,1.3,0.06,274.0,1404.0,49.06230086956522
4.5,6.6,250.0,2.4,0.16,1572.0,5889.0,98.99985594202896
6.1,6.9,74.0,1.8,0.19,1074.0,3937.0,79.72858463768117
5.9,7.3,44.0,1.6,0.14,962.0,2794.0,83.12563188405797
2.4,6.5,195.0,4.8,0.35,7980.0,14217.0,272.0691153623189
4.0,6.8,207.0,1.8,0.34,818.0,2280.0,82.11893072463768
5.4,7.6,40.0,1.6,0.07,290.0,1330.0,75.55725333333332
5.3,7.6,41.0,1.4,0.08,952.0,2517.0,89.16059362318842
7.0,6.9,54.0,0.8,0.21,667.0,3059.0,57.35672869565217
5.9,7.7,44.0,2.1,0.08,1200.0,831.0,99.317011884058
7.1,6.5,60.0,1.7,0.13,2926.0,8163.0,108.9377950724638
6.9,7.7,99.0,3.3,0.56,53.0,123.0,79.68866231884058
6.6,7.9,123.0,3.2,0.52,44.0,104.0,83.51654985507247
6.6,7.7,220.0,3.6,0.65,25.0,77.0,83.1950631884058
6.8,7.7,219.0,3.4,0.63,23.0,75.0,80.41544260869566
4.8,7.2,5429.0,8.4,2.08,177.0,408.0,130.3985750724638
6.4,8.0,493.0,4.2,3.91,17.0,68.0,94.91414376811592
6.8,7.6,100.0,3.0,0.54,124.0,295.0,77.38312260869564
6.7,7.5,316.0,4.6,0.6,47.0,132.0,88.6079295652174
6.9,7.7,84.0,3.1,0.42,69.0,168.0,78.2631556521739
6.9,7.9,312.0,2.7,1.58,4.0,107.0,76.92142231884058
6.8,7.5,146.0,3.0,0.6,124.0,241.0,75.65192260869566
6.7,7.3,127.0,2.9,0.59,100.0,209.0,71.23309623188406
5.6,6.9,432.0,4.5,1.72,58.0,173.0,82.99877942028985
6.5,7.3,126.0,3.0,0.59,132.0,284.0,73.80395014492753
7.1,7.5,128.0,3.0,0.6,136.0,297.0,74.48222173913045
6.4,7.3,129.0,3.1,0.6,68.0,191.0,73.73713043478259
6.9,7.7,129.0,2.9,0.55,135.0,268.0,77.99746898550725
7.0,7.9,153.0,2.9,0.55,30.0,86.0,78.63312202898551
6.4,7.6,10165.0,3.7,2.14,5.0,139.0,85.22888376811594
6.9,7.7,307.0,2.8,3.6,4.0,123.0,74.55789565217391
6.3,7.7,322.0,3.5,1.1,4.0,116.0,83.369244057971
6.5,7.5,5835.0,3.4,1.72,4.0,126.0,79.3327168115942
6.3,7.4,9245.0,4.7,2.0,4.0,134.0,90.84906405797102
6.5,8.1,1907.0,4.0,0.55,46.0,115.0,94.9936168115942
7.0,8.0,1896.0,3.5,0.64,190.0,245.0,89.6446020289855
7.0,8.0,206.0,2.9,0.56,31.0,74.0,80.40133536231883
6.8,7.8,239.0,3.3,0.56,33.0,77.0,81.48442927536232
6.4,7.6,152.0,3.2,0.96,62.0,142.0,79.73137043478259
6.7,7.7,146.0,3.0,0.89,30.0,73.0,77.52235623188406
6.7,7.6,137.0,2.9,0.76,24.0,64.0,74.75038289855074
6.6,7.8,228.0,3.5,0.57,30.0,79.0,84.14981652173913
7.0,7.7,409.0,2.4,0.93,4.0,112.0,70.26410869565217
6.8,7.6,263.0,2.9,0.81,4.0,123.0,73.87346260869565
6.9,7.5,338.0,2.3,3.93,4.0,108.0,66.6994956521739
7.0,7.2,79.0,0.8,0.62,279.0,637.0,53.507415362318845
6.6,7.0,67.0,1.1,0.53,275.0,670.0,54.5217431884058
6.6,7.3,59.0,0.7,0.57,281.0,541.0,56.29577652173912
6.2,7.3,66.0,0.8,0.55,303.0,609.0,59.60583768115941
7.1,7.0,67.0,1.0,0.34,170.0,538.0,48.86079507246378
7.0,6.7,5341.0,1.1,0.37,158.0,528.0,45.91524202898551
6.7,7.3,89.0,1.1,0.35,1163.0,2025.0,79.15671623188406
6.2,7.3,136.0,1.0,0.46,296.0,676.0,61.24183768115942
7.1,8.1,212.0,0.9,0.56,524.0,992.0,75.05082840579709
6.3,6.3,134.0,1.2,0.67,224.0,780.0,43.62535072463768
7.3,7.2,76.0,0.6,0.31,468.0,893.0,54.49242115942029
7.0,7.3,11041.0,0.9,0.29,256.0,503.0,57.96639536231884
6.8,7.1,75.0,0.8,0.5,693.0,1169.0,61.98602927536233
7.4,7.2,61.0,0.7,0.11,54.0,255.0,45.58160753623188
1.7,6.6,769.0,3.4,1.11,556.0,1717.0,98.16889739130434
6.1,7.5,14083.0,1.4,0.25,920.0,2686.0,86.01370463768114
6.6,7.2,92.0,0.8,0.77,332.0,660.0,56.62738318840581
6.6,7.2,1348.0,0.8,1.01,392.0,810.0,58.2889431884058
6.0,6.7,95.0,1.2,0.29,253.0,680.0,52.58138492753623
6.6,6.8,78.0,1.0,0.2,275.0,626.0,50.1212031884058
0.6,6.7,268.0,4.1,1.28,400.0,1308.0,107.76404057971016
1.8,6.6,82.0,2.0,0.39,399.0,1410.0,81.5279104347826
7.1,7.2,61.0,1.0,0.34,251.0,608.0,54.13697507246378
6.6,8.0,310.0,1.1,0.54,517.0,783.0,77.30935652173913
7.0,7.1,97.0,0.8,0.35,45.0,77.0,46.45125536231884
7.3,7.0,51.0,0.7,0.18,65.0,258.0,42.83990782608696
0.5,7.1,1717.0,21.2,4.41,3317.0,15833.0,334.8805208695652
7.0,7.4,55.0,0.9,0.32,800.0,1400.0,69.50849536231884
6.1,6.8,67.0,1.1,0.58,80.0,394.0,49.09042463768117
7.0,6.7,61.0,1.3,0.28,168.0,248.0,46.67360202898551
5.2,6.9,81.0,1.5,0.37,71.0,465.0,58.4938472463768
6.1,8.0,510.0,1.1,0.72,784.0,1572.0,85.85275130434782
6.5,6.9,12150.0,1.8,0.52,711.0,1481.0,71.9344168115942
7.9,7.2,50.0,1.1,0.3,319.0,845.0,52.721626086956526
7.5,6.9,34.0,0.9,0.14,110.0,256.0,42.89808057971015
7.0,7.4,72.0,1.0,0.38,496.0,897.0,63.57493536231884
7.3,7.3,99.0,0.9,0.23,1088.0,1788.0,72.77923449275363
7.5,6.9,125.0,1.6,0.45,970.0,1400.0,68.40607391304349
6.8,6.9,116.0,1.7,0.4,825.0,1260.0,69.416135942029
5.8,7.3,107.0,0.9,0.88,232.0,343.0,60.83286550724638
7.1,7.2,85.0,0.8,0.31,67.0,184.0,48.208895072463775
6.8,7.1,58.0,0.7,0.46,2010.0,3460.0,90.702435942029
5.7,7.3,13197.0,1.5,0.35,46.0,144.0,65.29262579710145
6.7,7.1,58.0,1.2,0.39,964.0,1739.0,72.1066495652174
7.0,6.9,3453.0,0.9,0.17,56.0,278.0,44.87041536231884
6.5,7.0,14369.0,1.3,0.27,63.0,175.0,55.09714347826086
6.6,7.3,70.0,1.4,0.39,838.0,1875.0,75.07809652173913
7.0,7.3,60.0,0.8,0.18,631.0,1813.0,63.229048695652175
6.3,7.2,97.0,0.8,0.56,357.0,880.0,58.64968405797103
6.0,7.0,63.0,1.1,1.04,243.0,493.0,56.71700492753624
4.4,7.1,113.0,1.5,1.17,358.0,722.0,72.3082895652174
4.5,7.2,79.0,1.0,1.04,279.0,537.0,67.32890927536232
5.1,6.9,1789.0,2.1,0.68,408.0,1946.0,72.4693075362319
7.5,7.2,36.0,1.1,0.27,282.0,1134.0,53.88549391304348
6.8,7.0,59.0,1.3,0.32,648.0,2267.0,63.89988927536232
6.8,6.9,114.0,1.4,0.23,388.0,1785.0,57.19930927536233
5.9,6.8,1108.0,2.2,0.62,386.0,1520.0,67.03351188405797
4.9,6.7,88.0,2.2,0.28,480.0,2200.0,72.07380811594203
6.8,6.9,1686.0,1.4,0.25,236.0,1223.0,54.064495942029
7.1,6.9,45.0,1.2,0.29,451.0,1636.0,55.33654840579711
6.9,6.6,56.0,1.1,0.3,177.0,542.0,43.91295565217391
6.5,6.3,49.0,1.0,0.22,87.0,323.0,37.6966368115942
4.9,6.6,169.0,2.1,0.76,250.0,1241.0,64.22892811594203
6.9,7.1,63.0,0.9,0.16,152.0,336.0,50.21096898550724
6.6,6.7,69.0,0.8,0.38,185.0,464.0,44.60786318840581
4.5,6.6,6381.0,2.1,0.34,196.0,435.0,66.10327594202897
6.2,7.2,9326.0,1.3,0.22,61.0,141.0,58.84579768115942
6.6,7.1,15158.0,1.1,0.26,126.0,810.0,56.2861431884058
6.3,7.3,74.0,1.2,0.29,725.0,1813.0,72.22996405797102
6.0,7.6,429.0,1.1,1.1,3.0,362.0,61.88726492753622
6.0,7.8,308.0,1.1,1.47,3.0,343.0,65.36891826086958
5.8,7.4,505.0,0.6,0.73,4.0,1517.0,55.2039055072464
6.1,7.5,465.0,0.5,0.34,4.0,1458.0,54.54702463768116
6.4,7.1,183.0,2.3,0.62,209.0,398.0,66.35923710144927
7.1,7.4,135.0,1.9,0.72,419.0,995.0,69.43154173913045
6.7,7.2,103.0,1.0,0.1,11.0,70.0,50.62196289855073
6.8,7.1,106.0,1.0,0.1,13.0,137.0,48.46447594202899
7.8,7.9,213.0,1.5,0.35,7742.0,15083.0,236.11749971014493
7.7,8.1,312.0,2.0,0.75,12675.0,32017.0,357.30688000000004
6.9,7.6,99.0,1.6,1.39,3066.0,5395.0,130.74214898550724
7.3,8.0,230.0,1.6,0.69,2346.0,4348.0,119.57174782608696
6.8,8.1,264.0,2.6,1.16,2428.0,5142.0,134.6109292753623
7.2,8.1,272.0,3.1,1.46,2196.0,4586.0,131.89762144927536
8.0,8.3,312.0,1.4,0.73,1618.0,4319.0,103.56897246376812
7.0,8.0,199.0,1.8,1.11,1503.0,3573.0,104.02370869565218
7.2,8.1,201.0,1.6,0.36,1239.0,2324.0,96.83639478260868
6.8,7.8,505.0,2.1,0.02,4.0,10.0,70.20586927536232
6.5,7.9,11170.0,3.0,0.3,4.0,10.0,83.72884347826087
6.9,7.4,4990.0,3.0,0.37,4.0,10.0,71.77254898550724
6.8,8.1,1516.0,1.5,0.28,4.0,10.0,70.35351594202898
6.8,7.5,890.0,2.1,0.51,274.0,589.0,71.23052260869568
7.3,7.6,160.0,1.9,0.06,32.0,89.0,63.12268782608695
7.0,7.7,111.0,2.2,0.08,53.0,131.0,69.42229536231883
6.7,7.7,139.0,3.1,0.22,123.0,300.0,80.43800289855072
7.2,7.2,288.0,2.1,0.14,33.0,91.0,58.489621449275376
7.0,7.1,95.0,1.9,0.08,47.0,118.0,56.211715362318834
7.0,7.5,84.0,1.7,0.06,32.0,87.0,61.04238869565217
7.4,7.0,3101.0,15.6,0.15,76.0,174.0,175.1459608695652
7.2,7.3,510.0,2.9,0.08,46.0,123.0,67.64384144927536
7.1,7.4,88.0,1.8,0.07,34.0,90.0,59.75733507246376
7.2,6.9,338.0,3.8,0.07,44.0,104.0,68.57932811594203
6.7,7.6,162.0,3.3,0.16,90.0,249.0,79.73038289855072
6.7,7.6,182.0,4.1,0.15,92.0,251.0,86.8599295652174
6.8,8.0,414.0,3.1,0.88,4.0,10.0,82.60387594202899
5.5,7.4,635.0,8.8,5.08,1400.0,5500.0,161.4656263768116
5.5,7.4,1051.0,25.0,6.8,32000.0,63000.0,994.0575997101448
5.3,7.3,636.0,9.9,5.0,2150.0,10000.0,187.9854736231884
5.1,7.4,993.0,21.9,6.63,36250.0,57750.0,1061.2794008695653
5.3,7.5,632.0,13.5,5.08,20000.0,34750.0,623.2625402898551
4.9,7.4,973.0,17.5,4.77,22000.0,40667.0,704.4017547826087
4.3,7.5,1156.0,24.5,7.65,33750.0,65000.0,1036.3716765217391
4.8,7.4,904.0,26.0,8.6,31750.0,55000.0,999.1566684057972
5.3,7.4,1290.0,26.9,8.1,36250.0,66250.0,1106.673286956522
4.9,7.4,990.0,27.8,6.78,19000.0,40500.0,729.4641147826087
5.2,7.4,914.0,20.5,6.18,14750.0,29500.0,566.9739339130435
6.4,7.9,1808.0,21.0,5.9,4.0,10.0,242.09855710144927
6.6,7.8,1302.0,18.0,0.1,4.0,10.0,212.09892985507244
6.4,8.0,1286.0,19.5,0.1,4.0,10.0,229.80758376811596
4.8,7.5,280.0,2.4,0.72,3.0,4.0,77.27882173913044
7.7,7.4,344.0,1.2,0.37,9.0,19.0,51.08061333333334
7.3,7.0,310.0,1.4,0.38,13.0,22.0,47.91403449275362
7.1,7.7,303.0,1.5,0.34,13.0,23.0,61.90771507246377
6.2,7.5,788.0,41.5,4.08,105.0,235.0,419.4409443478261
6.0,8.3,468.0,1.4,0.43,5.0,16.0,76.59827159420291
5.9,7.3,234.0,1.5,0.36,4.0,12.0,60.5224452173913
6.4,8.0,527.0,1.2,0.35,5.0,21.0,67.70085710144929
5.9,7.9,796.0,1.5,0.48,4.0,14.0,71.0756452173913
7.3,7.4,388.0,2.1,0.58,4.0,46.0,60.89984115942031
8.5,7.5,166.0,2.7,0.1,4.0,31.0,62.06937768115943
8.9,7.0,125.0,1.9,0.1,4.0,45.0,44.37748985507246
8.0,7.8,144.0,2.1,0.1,4.0,51.0,64.37117246376809
7.5,7.7,87.0,1.2,0.1,4.0,54.0,57.06192724637681
8.5,7.6,84.0,2.0,0.1,4.0,16.0,57.58763768115942
8.4,7.5,103.0,1.9,0.1,4.0,75.0,55.46468463768117
8.7,7.2,117.0,3.2,0.1,4.0,52.0,60.31904376811595
6.5,7.7,287.0,8.2,0.1,4.0,114.0,123.8939968115942
8.6,7.5,130.0,4.6,0.1,4.0,39.0,78.40093072463766
8.9,7.5,109.0,1.2,0.1,4.0,33.0,46.85492985507246
9.8,8.4,246.0,1.2,0.1,4.0,10.0,58.174227246376816
7.6,7.5,147.0,1.3,0.1,4.0,30.0,54.00196028985507
8.7,7.6,202.0,1.2,0.1,4.0,60.0,49.579503768115934
8.4,7.4,177.0,2.4,0.1,4.0,48.0,58.16502463768116
8.7,7.6,203.0,2.5,0.1,4.0,59.0,61.08710376811594
8.2,7.4,120.0,1.9,0.1,4.0,46.0,54.688218550724656
8.0,7.2,110.0,1.4,0.1,4.0,80.0,47.75767246376812
8.4,7.6,213.0,1.5,0.1,4.0,20.0,53.67198463768116
9.4,7.8,174.0,1.0,0.1,4.0,16.0,47.89765507246377
8.1,8.0,244.0,2.4,0.1,4.0,73.0,70.04452550724636
8.1,8.0,162.0,1.8,0.1,4.0,26.0,64.70494550724636
8.7,7.6,163.0,2.6,0.1,4.0,24.0,61.955803768115935
8.7,7.6,143.0,1.9,0.1,4.0,58.0,55.76248376811594
9.2,7.6,208.0,1.9,0.1,4.0,30.0,53.36518898550724
8.3,7.7,158.0,2.0,0.1,4.0,48.0,60.309131594202896
5.9,7.1,338.0,6.6,0.1,4.0,522.0,102.3022985507246
4.3,7.4,269.0,12.3,0.1,4.0,412.0,165.62470985507247
8.2,7.1,109.0,3.3,0.1,4.0,12.0,61.86311855072464
7.4,7.1,116.0,2.7,0.1,4.0,55.0,60.41161420289854
8.2,7.6,112.0,2.1,0.1,4.0,31.0,59.92555855072464
8.5,7.5,169.0,3.6,0.1,4.0,41.0,70.03903768115941
8.9,7.6,221.0,1.7,0.1,4.0,30.0,53.04090985507245
9.3,7.6,193.0,2.3,0.1,4.0,41.0,56.42402202898549
9.1,7.3,217.0,3.9,0.1,4.0,67.0,66.35239594202898
7.9,7.3,131.0,0.8,0.1,4.0,38.0,44.65893942028986
8.7,7.4,176.0,2.2,0.1,4.0,36.0,54.94850376811596
8.1,7.3,199.0,2.2,0.1,4.0,56.0,56.10848550724638
8.2,7.4,170.0,2.2,0.1,4.0,39.0,57.35327855072465
7.7,7.2,95.0,1.8,2.67,22.0,50.0,53.41062
7.6,7.2,92.0,2.5,2.41,20.0,45.0,60.01372028985509
9.9,7.2,65.0,1.5,2.31,21.0,55.0,40.10414695652174
7.6,7.4,93.0,2.1,2.89,276.0,408.0,65.73508028985508
5.5,2.9,568.0,6.8,1.12,18.0,33.0,33.44898637681159
7.6,7.0,42.0,1.3,3.01,11.0,27.0,45.77106028985508
7.7,7.1,45.0,1.4,2.89,9.0,22.0,47.85341333333333
8.3,7.0,59.0,1.7,2.86,16.0,33.0,46.043411594202894
7.7,6.3,250.0,2.1,3.88,180.0,326.0,44.16113333333333
8.8,7.3,37.0,1.5,1.62,15.0,35.0,46.91350347826086
7.3,7.3,72.0,2.0,1.65,17.0,36.0,58.61120782608696
7.5,7.0,38.0,1.7,2.2,18.0,40.0,49.86106724637681
7.8,7.1,44.0,1.6,2.62,15.0,33.0,49.2480063768116
7.0,7.0,100.0,2.4,3.03,1967.0,2600.0,102.20338869565218
7.5,6.3,52.0,1.7,0.82,7.0,21.0,37.3139872463768
6.4,6.9,61.0,2.6,3.88,227.0,538.0,66.30102376811594
7.5,7.1,39.0,1.4,2.88,12.0,22.0,48.87947391304348
8.0,7.1,41.0,1.4,3.35,10.0,25.0,46.48232579710144
7.9,7.3,93.0,1.7,5.02,295.0,418.0,59.669999420289855
7.5,6.9,69.0,1.9,4.92,20.0,49.0,50.24585391304348
7.9,7.2,46.0,1.7,2.72,20.0,45.0,51.5126327536232
8.0,7.2,42.0,1.4,2.47,5.0,31.0,48.01315246376812
7.7,7.1,101.0,1.5,3.42,16.0,43.0,48.96819999999999
7.2,7.1,49.0,1.6,2.86,17.0,40.0,52.20760811594203
8.2,7.1,49.0,1.2,2.81,15.0,32.0,43.804511884057966
7.8,7.1,58.0,1.5,2.97,19.0,43.0,48.494753043478255
4.9,7.1,182.0,14.2,11.61,10417.0,15500.0,409.03493478260873
2.5,7.1,382.0,37.2,11.81,53083.0,87167.0,1582.9282284057974
8.0,7.0,48.0,1.4,3.8,17.0,41.0,44.955285797101446
8.4,7.1,48.0,1.2,3.08,18.0,45.0,42.94079797101449
6.8,6.6,49.0,1.9,3.07,18.0,38.0,48.15217594202898
2.1,7.0,286.0,45.6,10.61,51250.0,84500.0,1616.225016231884
4.0,7.1,194.0,22.4,10.47,29500.0,45250.0,914.1084173913044
7.7,7.2,107.0,6.6,3.02,285.0,425.0,101.83592666666664
7.6,7.1,51.0,2.0,2.6,37.0,81.0,54.24709362318841
7.7,7.1,46.0,1.6,3.93,8.0,22.0,49.71564
7.7,7.1,49.0,1.9,3.89,11.0,26.0,52.43470666666665
6.5,7.4,297.0,1.0,0.13,26.0,438.0,55.51455681159419
6.3,7.5,287.0,0.9,0.14,5.0,204.0,56.81084405797102
6.5,7.2,375.0,1.1,0.17,33.0,625.0,53.14513014492754
6.9,6.9,349.0,1.1,0.18,38.0,503.0,46.09181565217391
6.6,7.8,165.0,1.6,0.1,268.0,316.0,72.57770985507244
6.4,8.0,155.0,3.9,0.5,512.0,516.0,102.84941710144926
