STATE,year,WQI
20,2014,241.26731400966185
10,2014,175.36350579710148
10,2014,126.1358307246377
10,2014,195.1056588405797
10,2014,141.3932455072464
10,2014,127.9717463768116
10,2014,123.57109130434782
10,2014,179.49243710144927
10,2014,147.37916376811597
10,2014,129.2725107246377
10,2014,151.2726150724638
10,2014,88.21802289855074
10,2014,307.3618142028986
10,2014,125.66422898550724
10,2014,176.73762492753625
10,2014,73.21271449275363
10,2014,73.11480115942028
10,2014,133.11592869565217
10,2014,86.7774011594203
10,2014,202.28246695652172
10,2014,214.45630405797107
10,2014,138.67865333333333
10,2014,343.80462260869564
10,2014,184.12521391304347
10,2014,139.93293942028987
10,2014,169.79564637681162
10,2014,101.5076411594203
10,2014,84.88703681159419
10,2014,215.264068115942
15,2014,96.1540431884058
15,2014,97.33218898550726
15,2014,96.00684260869564
15,2014,95.59064956521738
15,2014,143.85316086956522
15,2014,92.59439942028988
15,2014,101.02435043478262
15,2014,121.34723971014492
15,2014,91.58711623188404
15,2014,344.3488585507247
15,2014,77.73427264544762
15,2014,106.38671855072464
15,2014,120.46908
15,2014,96.32939217391306
15,2014,94.89874521739132
15,2014,122.6463515942029
15,2014,100.87223797101448
15,2014,105.98451855072464
15,2014,95.02341739130436
15,2014,78.81198076138963
15,2014,71.00330047153456
15,2014,75.41266713820123
15,2014,74.95512018167948
15,2014,76.13043351501283
15,2014,98.13450927536236
15,2014,98.73101652173912
15,2014,100.00568956521738
15,2014,95.6363895652174
15,2014,103.2982652173913
15,2014,91.46605739130436
15,2014,90.90144985507246
15,2014,94.338195942029
15,2014,69.44449293530269
15,2014,69.92821989182441
15,2014,65.51201931211428
13,2014,63.34340289855072
13,2014,68.22737884057972
13,2014,63.795649855072455
13,2014,62.86160289855073
13,2014,46.12089623188407
13,2014,47.96959014492754
13,2014,70.20793739130437
13,2014,56.524442028985504
13,2014,73.0116631884058
13,2014,50.73782898550725
13,2014,110.0371020289855
13,2014,86.90906956521741
13,2014,67.66596144927537
13,2014,49.20144724637682
13,2014,69.82928695652176
13,2014,101.34889188405798
13,2014,65.4692295652174
13,2014,72.18100463768116
13,2014,54.86177623188407
13,2014,49.632982318840575
13,2014,80.61453623188406
13,2014,81.29100173913042
13,2014,62.78358811594202
13,2014,70.71350463768115
13,2014,54.13254289855072
13,2014,49.87190028985507
13,2014,560.8819968115941
13,2014,39.26764086956521
13,2014,57.27812376811594
13,2014,50.19398
13,2014,68.81045942028986
13,2014,72.68655507246378
13,2014,56.35747855072464
13,2014,44.26678086956522
13,2014,55.19058144927536
13,2014,145.45882347826088
13,2014,55.23606260869565
13,2014,60.931175942029
13,2014,63.24192985507246
13,2014,58.2896904347826
13,2014,52.39353449275364
13,2014,73.700195942029
13,2014,82.03664231884059
13,2014,53.263715072463775
13,2014,50.11150956521739
13,2014,44.6663747826087
13,2014,68.24400492753622
13,2014,50.9979672463768
13,2014,54.647148405797104
13,2014,57.74445768115943
13,2014,67.68212115942029
13,2014,52.54821536231884
13,2014,57.46289739130435
13,2014,58.66643101449276
13,2014,65.47448579710145
13,2014,81.52783246376812
13,2014,60.234263188405805
13,2014,55.18011652173913
13,2014,40.2720968115942
13,2014,36.983282898550726
13,2014,73.35606985507246
13,2014,60.63653565217392
13,2014,47.7023
13,2014,44.14502550724639
13,2014,68.80936260869566
13,2014,50.91185652173913
13,2014,58.45593565217391
14,2014,66.35491304347825
14,2014,65.73844
14,2014,56.6506684057971
14,2014,62.946188985507234
17,2014,62.37996115942028
17,2014,62.16578057971014
17,2014,55.09233043478261
17,2014,53.29702347826086
1,2014,749.8341066666666
1,2014,933.877407246377
1,2014,155.68357449275362
1,2014,177.55254086956523
1,2014,529.7001342028985
1,2014,267.4256139130435
1,2014,99.77196811594204
1,2014,124.8907672463768
1,2014,170.50644086956524
2,2014,67.90948347826087
2,2014,56.52739594202898
2,2014,50.5413631884058
2,2014,52.2859431884058
2,2014,56.08941623188407
2,2014,49.99791623188407
2,2014,68.56190289855074
2,2014,66.6445231884058
2,2014,60.63514289855073
2,2014,47.00652985507247
2,2014,58.30269594202898
2,2014,53.577810144927525
2,2014,55.6967031884058
18,2014,597.9972729600923
16,2014,132.4716455072464
16,2014,938.5399217391304
16,2014,184.0459397101449
16,2014,878.5197875362319
16,2014,415.4177063768117
16,2014,453.3268211594203
16,2014,1258.4840014492754
16,2014,706.2665144927537
16,2014,238.36311362318844
16,2014,875.1705947826088
16,2014,1049.830363768116
16,2014,666.6862684057971
18,2014,287.7490159460899
18,2014,268.3778159460899
19,2014,74.33846405797102
5,2014,58.438606376811606
5,2014,57.235320000000016
5,2014,63.852740289855085
18,2014,874.09541594609
5,2014,416.10522956521737
19,2014,67.43781855072463
19,2014,52.08583159420291
19,2014,68.90749275362319
19,2014,68.65579768115941
3,2014,65.82726144927534
3,2014,65.81454144927537
3,2014,56.30134724637681
3,2014,71.02101391304349
3,2014,49.60789362318838
3,2014,54.89076144927537
3,2014,52.576107246376814
3,2014,54.202486376811606
3,2014,54.60254782608695
3,2014,56.63253420289855
3,2014,61.16062811594204
3,2014,54.50164115942029
3,2014,55.37568782608696
3,2014,111.59132985507247
3,2014,27.351947826086956
3,2014,86.03612753623189
3,2014,51.72086782608695
3,2014,51.48768666666666
3,2014,64.67138028985508
3,2014,63.04450434782608
3,2014,55.174148115942025
3,2014,50.27796753623189
3,2014,57.15150057971015
3,2014,55.7592084057971
3,2014,56.32620782608696
3,2014,58.93802782608696
3,2014,884.2552446376812
3,2014,500.930024347826
3,2014,1671.4147927536233
3,2014,2055.810626376812
3,2014,53.47028811594202
3,2014,51.78152
3,2014,53.653774492753634
3,2014,1633.2098121739134
3,2014,981.1923663768116
3,2014,108.4827547826087
3,2014,57.46633478260869
3,2014,57.03219391304348
3,2014,56.60621362318841
7,2014,54.39848507246376
7,2014,54.261228115942025
7,2014,53.62187898550724
7,2014,52.35933927536232
4,2014,79.23180434782608
4,2014,99.95155710144928
4,2014,102.94012985507248
20,2013,3636.244754924776
6,2013,59.0273011594203
6,2013,81.08651449275362
6,2013,105.05425849524478
6,2013,131.4708315942029
6,2013,83.90772028985508
6,2013,88.48628927536234
6,2013,392.1116347436049
6,2013,81.16032260869565
6,2013,227.4225460248016
6,2013,229.18068515523643
6,2013,121.64162289855074
6,2013,237.16933992136916
10,2013,227.8359927536232
10,2013,88.19367971014493
10,2013,132.98319304347825
10,2013,107.6230736231884
10,2013,177.14228492753622
10,2013,71.39778579710145
10,2013,151.35822376811592
10,2013,282.45084434782615
10,2013,216.72269130434785
10,2013,81.47884869565218
10,2013,130.2830031884058
10,2013,324.4598020289856
10,2013,76.57392869565216
10,2013,149.27911739130437
10,2013,93.27009623188404
10,2013,91.10600173913043
10,2013,97.83170289855072
10,2013,57.2116947826087
10,2013,162.93249681159423
10,2013,111.06245072463769
10,2013,111.8115527536232
10,2013,359.179927536232
10,2013,101.5964672463768
10,2013,162.0941794202899
10,2013,228.52909971014495
10,2013,55.35945565217392
10,2013,146.294144057971
10,2013,131.84103507246377
15,2013,80.28080898550725
15,2013,86.66058811594202
15,2013,83.11653565217392
15,2013,79.3816556521739
15,2013,96.73942376811594
15,2013,88.11006405797104
15,2013,84.86338289855074
15,2013,90.62671739130435
15,2013,103.48983188405796
15,2013,76.85146115942031
15,2013,343.40600521739134
15,2013,92.23725072463768
15,2013,77.98234811594205
15,2013,75.75688840579708
15,2013,389.39839507246376
15,2013,74.97752811594202
15,2013,76.78312202898549
15,2013,77.00257478260869
15,2013,79.35910173913042
15,2013,84.247015942029
15,2013,77.622235942029
15,2013,78.29396927536231
15,2013,92.81064289855074
15,2013,86.34248927536233
15,2013,91.13035594202898
15,2013,87.207035942029
15,2013,86.92676202898551
15,2013,84.68773565217391
15,2013,78.79686869565217
15,2013,74.4786347826087
15,2013,77.88800811594203
15,2013,70.73794898550723
15,2013,79.83668956521738
15,2013,73.27551449275363
13,2013,64.36129710144928
13,2013,64.14308492753624
13,2013,58.86257739130436
13,2013,63.530596811594194
13,2013,46.86914289855073
13,2013,48.4092420289855
13,2013,62.77839623188407
13,2013,61.19888898550724
13,2013,66.01077623188408
13,2013,58.38159942028986
13,2013,116.06640115942032
13,2013,94.40412231884058
13,2013,91.48590840579712
13,2013,46.16000144927537
13,2013,76.06801913043478
13,2013,93.34534463768117
13,2013,65.68827710144927
13,2013,67.50895101449275
13,2013,56.9635231884058
13,2013,58.28648927536233
13,2013,80.02398057971016
13,2013,74.80752695652176
13,2013,61.03928289855073
13,2013,76.53167130434782
13,2013,49.59634231884058
13,2013,45.63684869565218
13,2013,246.94202
13,2013,47.53841536231884
13,2013,58.931324637681165
13,2013,51.57941159420292
13,2013,68.03703072463767
13,2013,72.8731556521739
13,2013,56.47239855072464
13,2013,44.44467304347826
13,2013,100.3271684057971
13,2013,190.80705449275365
13,2013,58.52361101449275
13,2013,58.62483478260869
13,2013,65.80474898550725
13,2013,54.50045072463768
13,2013,45.50334028985508
13,2013,92.97710202898551
13,2013,73.41996260869567
13,2013,48.03436405797103
13,2013,51.62477043478261
13,2013,54.30429652173913
13,2013,48.47799565217391
13,2013,67.50028492753623
13,2013,54.755997971014494
13,2013,58.34306260869565
13,2013,60.86953014492753
13,2013,73.01738492753624
13,2013,49.38368782608696
13,2013,65.31350405797102
13,2013,63.64859710144927
13,2013,69.69207188405798
13,2013,77.57324898550726
13,2013,63.92843681159421
13,2013,57.2509368115942
13,2013,42.99568376811594
13,2013,39.48615826086956
13,2013,68.62050028985506
13,2013,49.88421565217392
13,2013,51.92601826086957
13,2013,64.20138811594202
13,2013,51.54345652173914
